,0,1,2,3
0,0.08503682703345003,0.056268023091589736,1.2369492876853094,0.8833376852816368
1,0.7608010741236462,1.1649773888882604,-1.9416205235244275,0.33811763890075464
2,-1.32054605056394,0.14379728680455608,-0.6434347144715701,-0.8797477997930927
3,1.0264198157302862,1.0632510044642525,-0.7382335447877355,2.0631044753790744
4,0.041570046287628976,-0.7958361987521009,-0.9220453170182416,-1.597773822253404
5,-0.9624053424941631,0.7507209777530567,-0.2817040704802872,0.5695049161535883
6,-0.22940776951414657,0.10907620292386729,0.05177915383466526,0.2965348673997123
7,-0.8801459883972691,1.3054015524009144,-0.5925844132091922,0.5798044276401325
8,-1.6528034569025527,1.4906938312197835,-0.527386181580285,0.591744868696057
9,-2.1161226180801824,1.0980357990764562,1.2939117754346334,1.2260718301556206
