,0,1,2,3
0,-0.8389490461282147,-1.0195714445943127,0.30025482480838195,1.724511790392558
1,-0.7802087522748692,-0.17316367211945174,1.4170205399362128,-0.6846356549183523
2,-0.3994035236706918,0.39038519087550616,-0.783865339292096,-2.79210355661804
3,0.06712755053487153,0.7984282293572953,-1.0177783107312461,0.5396805319754061
4,-0.9259322522689938,0.7855991905237227,-0.5645404508028289,1.0576655641528325
5,0.14479586723882085,0.21207273750404654,0.2975821577616835,-0.1697018394146775
6,-1.171743572694159,0.561305565264006,-0.862631016574985,0.6961242779783084
7,0.740356178414154,-0.5645556223609176,-0.050363645535993616,1.1707563847087055
8,-1.5203933482246874,1.3595141563710698,0.20481221029810176,-0.2709764050257732
9,-1.1145648175110447,-1.116502942483633,-0.1553890015142764,0.4664083138756986
